categoria,subcategoria,descripcion,unidades,precio,marca
Despensa,Aperitivos y frutos secos,Patatas Fritas Churrería Pack Económico 290 Gr,"10,31 € / 1 Kg","2,99 €",SANTA ANA
Despensa,Aperitivos y frutos secos,Snatt's Guisante Queso y Eneldo 95 Gr,"20,95 € / 1 Kg","1,99 €",SNATTS
Despensa,Aperitivos y frutos secos,Snatt's Guisante Campesina 95 Gr,"20,95 € / 1 Kg","1,99 €",SNATTS
Despensa,Aperitivos y frutos secos,Aceitunas Rellenas de Boquerón Lata 130 Gr,"19,62 € / 1 Kg","2,55 €",LA ESPAÑOLA
Despensa,Aperitivos y frutos secos,Aceitunas Empeltre Bote 210 Gr,"11,86 € / 1 Kg","2,49 €",BLAI PERIS
Despensa,Aperitivos y frutos secos,Aceituna Verdial Gazpachada 400 Gr,"9,98 € / 1 Kg","3,99 €",JOLCA
Despensa,Aperitivos y frutos secos,Patatas Fritas Extra Crujientes Aceite Girasol 180 Gr,"8,33 € / 1 Kg","1,50 €",CONSUM
Despensa,Aperitivos y frutos secos,Patatas Extra Crujientes Aceite Oliva Bolsa 130 Gr,"15,31 € / 1 Kg","1,99 €",CONSUM
Despensa,Aperitivos y frutos secos,Lote Lay's Gourmet 2 x 170 Gr,"12,32 € / 1 Kg","4,19 €",LAY'S
Despensa,Aperitivos y frutos secos,Aceituna Aloreña Partida Aliño al Natural 400 Gr,"9,98 € / 1 Kg","3,99 €",JOLCA
Despensa,Aperitivos y frutos secos,Mix Edamame Soja Doypack 100 Gr,"13,00 € / 1 Kg","1,30 €",MEDINA
Despensa,Aperitivos y frutos secos,Nuez Cáscara Nacional Malla 500 Gr,"6,18 € / 1 Kg","3,09 €",CONSUM
Despensa,Aperitivos y frutos secos,Patatas Ketchup Bolsa 150 Gr,"13,27 € / 1 Kg","1,99 €",RUFFLES
Despensa,Aperitivos y frutos secos,Pipas G Maxi Bolsa 260 Gr,"8,46 € / 1 Kg","2,20 €",GREFUSA
Despensa,Aperitivos y frutos secos,Patatas Fritas Onduladas Sabor Jamón 150 Gr,"13,27 € / 1 Kg","1,99 €",RUFFLES
Despensa,Aperitivos y frutos secos,Nuez Grano Miel y Sal Doy Pack 120 Gr,"24,08 € / 1 Kg","2,89 €",BORGES
Despensa,Aperitivos y frutos secos,Nuez Grano Bolsa 300 Gr,"9,97 € / 1 Kg","2,99 €",BORGES
Despensa,"Arroz, pastas, legumbres",Penne Rigate Caja 500 Gr,"3,58 € / 1 Kg","1,79 €",BARILLA
Despensa,"Arroz, pastas, legumbres",Spaghetti Caja 500 Gr,"3,58 € / 1 Kg","1,79 €",BARILLA
Despensa,"Arroz, pastas, legumbres",Lenteja Cocida Pardina Frasco 400 Gr,"2,88 € / 1 Kg","1,35 €
1,15 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Garbanzo Cocido Frasco 400 Gr,"2,88 € / 1 Kg","1,35 €
1,15 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Alubia Blanca Cocida Frasco 400 Gr,"2,88 € / 1 Kg","1,35 €
1,15 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Arroz Basmati 1 Kg,"2,44 € / 1 Kg","2,54 €
2,44 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Masa de Empanada Rectangular 280 Gr,"8,75 € / 1 Kg","2,89 €
2,45 €",BUITONI
Despensa,"Arroz, pastas, legumbres",Arroz Bomba 1 Kg,"4,95 € / 1 Kg","5,79 €
4,95 €",LA FALLERA
Despensa,"Arroz, pastas, legumbres",Pasta Fresca Rellena de Ternera con Verduras 250 Gr,"10,76 € / 1 Kg","3,29 €
2,69 €",RANA
Despensa,"Arroz, pastas, legumbres",Macarrones Paquete 1 Kg,"1,30 € / 1 Kg","1,35 €
1,30 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Spaghetti Paquete 1 Kg,"1,30 € / 1 Kg","1,35 €
1,30 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Fresca Rellena 4 Quesos 250 Gr,"10,76 € / 1 Kg","3,29 €
2,69 €",RANA
Despensa,"Arroz, pastas, legumbres",Hélices con Vegetales Pasta Fina 400 Gr,"3,38 € / 1 Kg","1,70 €
1,35 €",GALLO
Despensa,"Arroz, pastas, legumbres",Arroz Especial Paella D.O. Valencia Paquete 1 Kg,"1,99 € / 1 Kg","2,39 €
1,99 €",LA FALLERA
Despensa,"Arroz, pastas, legumbres",Pasta Fresca Rellena de Pollo Asado 250 Gr,"10,76 € / 1 Kg","3,29 €
2,69 €",RANA
Despensa,"Arroz, pastas, legumbres",Masa de Pizza Finíssima Maxi 350 Gr,"7,69 € / 1 Kg","3,15 €
2,69 €",BUITONI
Despensa,"Arroz, pastas, legumbres",Pasta Fresca Rellena de Atún y Tomate 250 Gr,"10,76 € / 1 Kg","3,29 €
2,69 €",RANA
Despensa,"Arroz, pastas, legumbres",Pasta Fresca Rellena Jamón y Queso 250 Gr,"10,76 € / 1 Kg","3,29 €
2,69 €",RANA
Despensa,"Arroz, pastas, legumbres",Pizza Tartufina Jamón y Salsa de Trufa 430 Gr,"7,71 € / 1 Kg","3,99 €
3,39 €",GUAPIZZIMA
Despensa,"Arroz, pastas, legumbres",Arroz Integral Paquete 1 Kg,"2,01 € / 1 Kg","2,01 €",SOS
Despensa,"Arroz, pastas, legumbres",Plumas Nº 6 Paquete 450 Gr,"3,00 € / 1 Kg","1,35 €",GALLO
Despensa,"Arroz, pastas, legumbres",Pennotti Rigati 450 Gr,"3,76 € / 1 Kg","1,69 €",GALLO
Despensa,"Arroz, pastas, legumbres",Garbanzos Pedrosillano Calidad Extra Frasco 400 Gr,"4,73 € / 1 Kg","1,89 €",GUTARRA
Despensa,"Arroz, pastas, legumbres",Alubias Blancas Baby Calidad Extra Frasco 400 Gr,"4,73 € / 1 Kg","1,89 €",GUTARRA
Despensa,"Arroz, pastas, legumbres",Pizza 9 Formaggi 420 Gr,"8,31 € / 1 Kg","3,99 €
3,49 €",GUAPIZZIMA
Despensa,"Arroz, pastas, legumbres",Oblea 16 Unidades 160 Gr,"6,88 € / 1 Kg","1,10 €",BUITONI
Despensa,"Arroz, pastas, legumbres",Arroz Redondo 1 Kg,"1,63 € / 1 Kg","1,63 €",LA FALLERA
Despensa,"Arroz, pastas, legumbres",Tortellinis con Carne Paquete 250 Gr,"10,28 € / 1 Kg","2,57 €",KNORR
Despensa,"Arroz, pastas, legumbres",Spaghettini al Huevo Paquete 450 Gr,"3,76 € / 1 Kg","1,69 €",GALLO
Despensa,"Arroz, pastas, legumbres",Maccheroni Rayado al Huevo Paquete 450 Gr,"3,76 € / 1 Kg","1,69 €",GALLO
Despensa,"Arroz, pastas, legumbres",Pizza 4 Quesos 390 Gr,"8,18 € / 1 Kg","3,19 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Pizza Jamón y Queso. 405 Gr,"7,88 € / 1 Kg","3,19 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Arroz Redondo Extra D.O. Valencia Paquete 1 Kg,"1,79 € / 1 Kg","1,79 €",DACSA
Despensa,"Arroz, pastas, legumbres",Sémola de Arroz Paquete 500 Gr,"1,98 € / 1 Kg","0,99 €",REX
Despensa,"Arroz, pastas, legumbres",Pizza Mediterránea 410 Gr,"7,78 € / 1 Kg","3,19 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Pizza Carbonara 400 Gr,"7,98 € / 1 Kg","3,19 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Tortas de Gazpacho Paquete 180 Gr,"3,33 € / 1 Kg","0,60 €",PASTOR
Despensa,"Arroz, pastas, legumbres",Hélices Ensaladas Paquete 450 Gr,"3,78 € / 1 Kg","1,70 €",GALLO
Despensa,"Arroz, pastas, legumbres",Pizza Jamón y Queso Pack de 2 Unidades 2 x 220 Gr,"7,25 € / 1 Kg","3,19 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Cous Cous Mediano Caja 500 Gr,"3,80 € / 1 Kg","1,90 €",GALLO
Despensa,"Arroz, pastas, legumbres",Alubia Pinta Cocida Frasco 400 Gr,"3,98 € / 1 Kg","1,59 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Arroz Basmati Vaso Pack de 2 2 x 125 Gr,"5,36 € / 1 Kg","1,34 €",BRILLANTE
Despensa,"Arroz, pastas, legumbres",Lenteja Pardina 500 Gr,"3,98 € / 1 Kg","1,99 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Arroz Largo 1 Kg,"1,30 € / 1 Kg","1,30 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Redondo Extra 1 Kg,"1,30 € / 1 Kg","1,30 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Lasaña Fácil Precocida Caja 18 Placas 200 Gr,"7,15 € / 1 Kg","1,43 €",EL PAVO
Despensa,"Arroz, pastas, legumbres",Pizza Carne con Salsa Barbacoa 410 Gr,"7,05 € / 1 Kg","2,89 €",CAMPOFRÍO
Despensa,"Arroz, pastas, legumbres",Alubia Blanca Cocida Frasco 400 Gr,"1,88 € / 1 Kg","0,75 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Lenteja Pardina Cocida Frasco 400 Gr,"1,88 € / 1 Kg","0,75 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzo Cocido Frasco 400 Gr,"1,88 € / 1 Kg","0,75 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Alubia Blanca Cocida Frasco 200 Gr,"3,45 € / 1 Kg","0,69 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Lenteja Pardina Cocida Frasco 200 Gr,"3,45 € / 1 Kg","0,69 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzos Cocidos Frasco 200 Gr,"3,45 € / 1 Kg","0,69 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzos Espinacas Frasco 370 Gr,"4,03 € / 1 Kg","1,49 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Espirales con Vegetales Paquete 500 Gr,"1,98 € / 1 Kg","0,99 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Macarrones Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Spaghetti Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Fideua Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Tallarines Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Tiburones Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Espirales Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Maravilla Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Macarrones Finos Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Macarrones Rayados Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Estrellas Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Fideos Cabellin Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Fideos Medianos Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Jamón Serrano 390 Gr,"8,18 € / 1 Kg","3,19 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Masa de Pizza Finíssima 260 Gr,"7,65 € / 1 Kg","1,99 €",BUITONI
Despensa,"Arroz, pastas, legumbres",Gourmet Queso Cabra y Cebolla 250 Gr,"16,24 € / 1 Kg","4,06 €",RANA
Despensa,"Arroz, pastas, legumbres",Tortellinis Rellenos de Carne 250 Gr,"6,88 € / 1 Kg","1,72 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Tortellinis Rellenos de Quesos 250 Gr,"6,88 € / 1 Kg","1,72 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Tortellini Relleno Requesón y Espinacas 250 Gr,"6,88 € / 1 Kg","1,72 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Tagliatelles al Huevo 250 Gr,"4,60 € / 1 Kg","1,15 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Masa Brisa 230 Gr,"10,22 € / 1 Kg","2,35 €",BUITONI
Despensa,"Arroz, pastas, legumbres",Gnocchis de Patata 500 Gr,"2,98 € / 1 Kg","1,49 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Redondo Vaso Pack de 2 2 x 125 Gr,"5,00 € / 1 Kg","1,25 €",BRILLANTE
Despensa,"Arroz, pastas, legumbres",Arroz Integral Vaso Pack de 2 2 x 125 Gr,"5,00 € / 1 Kg","1,25 €",BRILLANTE
Despensa,"Arroz, pastas, legumbres",Letras Paquete 500 Gr,"1,64 € / 1 Kg","0,82 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Jamón y Queso al Horno de Piedra 400 Gr,"6,25 € / 1 Kg","2,50 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza 4 Quesos al Horno de Piedra 400 Gr,"7,25 € / 1 Kg","2,90 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Atún y Bacón 400 Gr,"7,25 € / 1 Kg","2,90 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Farfalle con Vegetales Paquete 500 Gr,"1,98 € / 1 Kg","0,99 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Barbacoa al Horno de Piedra 400 Gr,"6,25 € / 1 Kg","2,50 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Romana 400 Gr,"7,25 € / 1 Kg","2,90 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Masa de Hojaldre Redonda 230 Gr,"5,22 € / 1 Kg","1,20 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Masa de Pizza Redonda 260 Gr,"5,00 € / 1 Kg","1,30 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Carbonara Masa Fina 400 Gr,"7,25 € / 1 Kg","2,90 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Pollo Masa Rústica al Horno de Piedra 400 Gr,"7,25 € / 1 Kg","2,90 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Jamón y Queso con Salsa Cheddar 360 Gr,"8,03 € / 1 Kg","2,89 €",CAMPOFRÍO
Despensa,"Arroz, pastas, legumbres",Spaghetti Pasta Fina Paquete 400 Gr,"3,38 € / 1 Kg","1,35 €",GALLO
Despensa,"Arroz, pastas, legumbres",Masa de Hojaldre Rectangular 230 Gr,"8,65 € / 1 Kg","1,99 €",BUITONI
Despensa,"Arroz, pastas, legumbres",Arroz Integral con Quinoa Pack de 2 2 x 125 Gr,"5,96 € / 1 Kg","1,49 €",BRILLANTE
Despensa,"Arroz, pastas, legumbres",Lenteja Cocida Selección Frasco 400 Gr,"3,48 € / 1 Kg","1,39 €",PICUEZO
Despensa,"Arroz, pastas, legumbres",Plumas Pasta Fina Paquete 400 Gr,"3,38 € / 1 Kg","1,35 €",GALLO
Despensa,"Arroz, pastas, legumbres",Quinoa 100% Paquete 250 Gr,"7,52 € / 1 Kg","1,88 €",SOS
Despensa,"Arroz, pastas, legumbres",Arroz Risotto Arborio Paquete 500 Gr,"3,56 € / 1 Kg","1,78 €",SCOTTI
Despensa,"Arroz, pastas, legumbres",Garbanza Blanca 500 Gr,"4,98 € / 1 Kg","2,49 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Alubia Blanca Larga 500 Gr,"3,94 € / 1 Kg","1,97 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Arroz Vaporizado 1 Kg,"1,54 € / 1 Kg","1,54 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Integral D.O. Valencia Paquete 1 Kg,"1,95 € / 1 Kg","1,95 €",DACSA
Despensa,"Arroz, pastas, legumbres",Pajaritas Vegetales Paquete 450 Gr,"3,78 € / 1 Kg","1,70 €",GALLO
Despensa,"Arroz, pastas, legumbres",Sémola de Trigo Paquete 250 Gr,"3,24 € / 1 Kg","0,81 €",GALLO
Despensa,"Arroz, pastas, legumbres",Alubia Roja Cocida Frasco 400 Gr,"3,98 € / 1 Kg","1,59 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Alubia con Verduras Frasco 400 Gr,"3,73 € / 1 Kg","1,49 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Arroz Bomba Paquete 1 Kg,"4,90 € / 1 Kg","4,90 €",CONSUM
Despensa,"Arroz, pastas, legumbres",De la Huerta Ravioli Calabaza y Cebolla 250 Gr,"15,08 € / 1 Kg","3,77 €",RANA
Despensa,"Arroz, pastas, legumbres",Pizza Barbacoa 440 Gr,"7,25 € / 1 Kg","3,19 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Huerta Ravioli Boletus Edulis 250 Gr,"15,08 € / 1 Kg","3,77 €",RANA
Despensa,"Arroz, pastas, legumbres",Arroz Bomba D.O. Valencia Paquete 1 Kg,"5,89 € / 1 Kg","5,89 €",DACSA
Despensa,"Arroz, pastas, legumbres",Pizza Atún y Bacón 405 Gr,"7,88 € / 1 Kg","3,19 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Spaguettis al Huevo 250 Gr,"4,76 € / 1 Kg","1,19 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Quinoa Roja y Blanca Vasitos 2 x 125 Gr,"6,24 € / 1 Kg","1,56 €",BRILLANTE
Despensa,"Arroz, pastas, legumbres",Arroz Bomba Paquete 500 Gr,"5,98 € / 1 Kg","2,99 €",LA FALLERA
Despensa,"Arroz, pastas, legumbres",Huerta Tortellini Ricotta y Espinacas 250 Gr,"15,08 € / 1 Kg","3,77 €",RANA
Despensa,"Arroz, pastas, legumbres",Oblea 16 unidades 280 Gr,"6,43 € / 1 Kg","1,80 €",BUITONI
Despensa,"Arroz, pastas, legumbres",Alubia Cocida Granja Frasco 400 Gr,"3,98 € / 1 Kg","1,59 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Arroz Redondo Paquete 1 Kg,"2,68 € / 1 Kg","2,68 €",BRILLANTE
Despensa,"Arroz, pastas, legumbres",Arroz Vaporizado Caja 1 Kg,"1,90 € / 1 Kg","1,90 €",BRILLANTE
Despensa,"Arroz, pastas, legumbres",Garbanza Selección Paquete 1 Kg,"3,95 € / 1 Kg","3,95 €",DON PEDRO
Despensa,"Arroz, pastas, legumbres",Tapioca Caja 175 Gr,"10,80 € / 1 Kg","1,89 €",ROYAL
Despensa,"Arroz, pastas, legumbres",Arroz Albufera D.O. Valencia Saco 1 Kg,"4,49 € / 1 Kg","4,49 €",TARTANA
Despensa,"Arroz, pastas, legumbres",Pizza Pepperoni 400 Gr,"7,98 € / 1 Kg","3,19 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Pizza Romana 410 Gr,"7,78 € / 1 Kg","3,19 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Garbanzo Cocido Frasco 400 Gr,"2,98 € / 1 Kg","1,19 €",LOZANO
Despensa,"Arroz, pastas, legumbres",Alubia Cocida Frasco 400 Gr,"2,98 € / 1 Kg","1,19 €",LOZANO
Despensa,"Arroz, pastas, legumbres",Arroz Caldoso y Meloso Paquete 1 Kg,"2,59 € / 1 Kg","2,59 €",LA FALLERA
Despensa,"Arroz, pastas, legumbres",Arroz Largo 1 Kg,"1,89 € / 1 Kg","1,89 €",LA FALLERA
Despensa,"Arroz, pastas, legumbres",Garbanzos Blancos Calidad Extra Frasco 400 Gr,"4,23 € / 1 Kg","1,69 €",GUTARRA
Despensa,"Arroz, pastas, legumbres",Garbanzos con Zanahoria y Acelga 360 Gr,"6,64 € / 1 Kg","2,39 €",GUTARRA
Despensa,"Arroz, pastas, legumbres",Garbanza Cocida Selección 400 Gr,"4,13 € / 1 Kg","1,65 €",DON PEDRO
Despensa,"Arroz, pastas, legumbres",Hojas de Lasaña Frescas 250 Gr,"9,56 € / 1 Kg","2,39 €",RANA
Despensa,"Arroz, pastas, legumbres",Radiatori Paquete 500 Gr,"3,42 € / 1 Kg","1,71 €",GAROFALO
Despensa,"Arroz, pastas, legumbres",Elicoidali Paquete 500 Gr,"3,42 € / 1 Kg","1,71 €",GAROFALO
Despensa,"Arroz, pastas, legumbres",Mafalda Corta Paquete 500 Gr,"3,42 € / 1 Kg","1,71 €",GAROFALO
Despensa,"Arroz, pastas, legumbres",Tagliatelle Nido Paquete 500 Gr,"5,64 € / 1 Kg","2,82 €",GAROFALO
Despensa,"Arroz, pastas, legumbres",Spaghetti Paquete 500 Gr,"3,42 € / 1 Kg","1,71 €",GAROFALO
Despensa,"Arroz, pastas, legumbres",Garbanzo Pedrosillano Paquete 500 Gr,"3,50 € / 1 Kg","1,75 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Lentejas Verdina Calidad Extra Frasco 400 Gr,"4,23 € / 1 Kg","1,69 €",GUTARRA
Despensa,"Arroz, pastas, legumbres",Cannelloni Canelón Caja 125 Gr,"9,52 € / 1 Kg","1,19 €",EL PAVO
Despensa,"Arroz, pastas, legumbres",Spaghetti Integral Caja 500 Gr,"3,98 € / 1 Kg","1,99 €",BARILLA
Despensa,"Arroz, pastas, legumbres",Canelón Precocinado Caja 18 Placas 125 Gr,"11,60 € / 1 Kg","1,45 €",EL PAVO
Despensa,"Arroz, pastas, legumbres",Arroz Integral con Chía y Quinoa 2 x 125 Gr,"5,96 € / 1 Kg","1,49 €",BRILLANTE
Despensa,"Arroz, pastas, legumbres",Espaguetis Integrales Ecológicos Paquete 500 Gr,"2,38 € / 1 Kg","1,19 €",CONSUM ECO
Despensa,"Arroz, pastas, legumbres",Macarrones Integrales Ecológicos Paquete 500 Gr,"2,38 € / 1 Kg","1,19 €",CONSUM ECO
Despensa,"Arroz, pastas, legumbres",Alubia Cocida Origen 100% Nacional 400 Gr,"3,73 € / 1 Kg","1,49 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Lenteja Cocida Origen Frasco 400 Gr,"3,73 € / 1 Kg","1,49 €",LUENGO
Despensa,"Arroz, pastas, legumbres",Pizza Vegalia de Verdura y Queso Curado 360 Gr,"9,03 € / 1 Kg","3,25 €",CAMPOFRÍO
Despensa,"Arroz, pastas, legumbres",Arroz Redondo Extra Paquete 1 Kg,"1,89 € / 1 Kg","1,89 €",EMBAJADOR
Despensa,"Arroz, pastas, legumbres",Soja Texturizada Paquete 350 Gr,"7,40 € / 1 Kg","2,59 €",ESGIR
Despensa,"Arroz, pastas, legumbres",Pizza Jamón y Queso sin Gluten y sin Lactosa 420 Gr,"8,07 € / 1 Kg","3,39 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Masa de Hojaldre con Mantequilla 260 Gr,"6,12 € / 1 Kg","1,59 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Arroz Salvaje y Basmati vasitos 2 x 125 Gr,"6,60 € / 1 Kg","1,65 €",BRILLANTE
Despensa,"Arroz, pastas, legumbres",Pizza Pollo y Bacón con Masa 5 Semillas 410 Gr,"7,78 € / 1 Kg","3,19 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Alubia Pinta Paquete 1 Kg,"2,16 € / 1 Kg","2,16 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Lenteja Pardina Paquete 1 Kg,"2,10 € / 1 Kg","2,10 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Lentejas Paquete 1 Kg,"1,88 € / 1 Kg","1,88 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzo Lechoso Paquete 1 Kg,"2,65 € / 1 Kg","2,65 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Alubia Blanca Paquete 1 Kg,"1,85 € / 1 Kg","1,85 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzo Selecto Paquete 1 Kg,"2,15 € / 1 Kg","2,15 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Tortiglioni Caja 500 Gr,"3,58 € / 1 Kg","1,79 €",BARILLA
Despensa,"Arroz, pastas, legumbres",Arroz Redondo Denominación de Origen Valencia 1 Kg,"1,65 € / 1 Kg","1,65 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Hélices Ensaladas Integral 400 Gr,"4,25 € / 1 Kg","1,70 €",GALLO
Despensa,"Arroz, pastas, legumbres",Penne Integral Paquete 500 Gr,"3,98 € / 1 Kg","1,99 €",BARILLA
Despensa,"Arroz, pastas, legumbres",Masa de Hojaldre sin Gluten 280 Gr,"10,00 € / 1 Kg","2,80 €",CERELIA
Despensa,"Arroz, pastas, legumbres",Arroz Largo Pack de 2 200 Gr,"5,38 € / 1 Kg","2,15 €",BRILLANTE
Despensa,"Arroz, pastas, legumbres",Alubias con Seta Shiitake 375 Gr,"5,31 € / 1 Kg","1,99 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzos con Trufa Negra 400 Gr,"5,88 € / 1 Kg","2,35 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Masa de Pizza 5 Semillas y Cereales 260 Gr,"5,58 € / 1 Kg","1,45 €",TARRADELLAS
Despensa,"Arroz, pastas, legumbres",Lentejas IGP de Tierra de Campos 500 Gr,"4,70 € / 1 Kg","2,35 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzos IGP de Fuentesaúco 500 Gr,"5,18 € / 1 Kg","2,59 €",CONSUM
Despensa,"Arroz, pastas, legumbres",Alubias Blancas Largas Calidad Extra Frasco 400 Gr,"4,23 € / 1 Kg","1,69 €",GUTARRA
Despensa,"Arroz, pastas, legumbres",Casarecce Paquete 500 Gr,"3,42 € / 1 Kg","1,71 €",GAROFALO
Despensa,"Arroz, pastas, legumbres",Linguine N.13 Caja 500 Gr,"3,58 € / 1 Kg","1,79 €",BARILLA
Despensa,"Arroz, pastas, legumbres",Alubia Cocida Frasco 210 Gr,"4,05 € / 1 Kg","0,85 €",LOZANO
Despensa,"Arroz, pastas, legumbres",Lenteja Cocida Frasco 210 Gr,"4,05 € / 1 Kg","0,85 €",LOZANO
Despensa,"Arroz, pastas, legumbres",Garbanzo Cocido Frasco 210 Gr,"4,05 € / 1 Kg","0,85 €",LOZANO
Despensa,"Arroz, pastas, legumbres",Placas para Lasaña y Canelones sin Gluten 250 Gr,"10,00 € / 1 Kg","2,50 €",GALLO
Despensa,"Arroz, pastas, legumbres",Fideo Nº 0 Paquete 450 Gr,"3,00 € / 1 Kg","1,35 €",GALLO
Despensa,"Arroz, pastas, legumbres",Fideo Nº 1 Paquete 450 Gr,"3,00 € / 1 Kg","1,35 €",GALLO
Despensa,"Arroz, pastas, legumbres",Fideo Nº 2 Paquete 450 Gr,"3,00 € / 1 Kg","1,35 €",GALLO
Despensa,"Arroz, pastas, legumbres",Fideo Nº 4 Paquete 450 Gr,"3,00 € / 1 Kg","1,35 €",GALLO
Despensa,"Arroz, pastas, legumbres",Fideua Paquete 450 Gr,"3,00 € / 1 Kg","1,35 €",GALLO
Despensa,"Arroz, pastas, legumbres",Pasta Mariscos Paquete 450 Gr,"3,00 € / 1 Kg","1,35 €",GALLO
Despensa,"Arroz, pastas, legumbres",Tiburón Nº 1 Paquete 450 Gr,"3,00 € / 1 Kg","1,35 €",GALLO
Despensa,"Arroz, pastas, legumbres",Pasta Piñones Paquete 450 Gr,"3,00 € / 1 Kg","1,35 €",GALLO
